Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8,Symptom_9,Symptom_10,Symptom_11,Symptom_12,Symptom_13,Symptom_14,Symptom_15,Symptom_16,Symptom_17,Disease
neck_pain,knee_pain,swelling_joints,joint_pain,painful_walking,hip_joint_pain,,,,,,,,,,,,Osteoarthritis
hip_joint_pain,neck_pain,knee_pain,,,,,,,,,,,,,,,Osteoarthritis
hip_joint_pain,swelling_joints,knee_pain,joint_pain,painful_walking,,,,,,,,,,,,,Osteoarthritis
joint_pain,knee_pain,neck_pain,painful_walking,,,,,,,,,,,,,,Osteoarthritis
painful_walking,swelling_joints,hip_joint_pain,knee_pain,neck_pain,,,,,,,,,,,,,Osteoarthritis
swelling_joints,hip_joint_pain,painful_walking,knee_pain,joint_pain,,,,,,,,,,,,,Osteoarthritis
knee_pain,painful_walking,swelling_joints,neck_pain,joint_pain,,,,,,,,,,,,,Osteoarthritis
movement_stiffness,stiff_neck,swelling_joints,muscle_weakness,,,,,,,,,,,,,,Arthritis
movement_stiffness,swelling_joints,stiff_neck,muscle_weakness,loss_of_balance,,,,,,,,,,,,,Arthritis
movement_stiffness,swelling_joints,muscle_weakness,loss_of_balance,stiff_neck,,,,,,,,,,,,,Arthritis
swelling_joints,loss_of_balance,stiff_neck,movement_stiffness,,,,,,,,,,,,,,Arthritis
stiff_neck,loss_of_balance,swelling_joints,,,,,,,,,,,,,,,Arthritis
loss_of_balance,movement_stiffness,stiff_neck,muscle_weakness,,,,,,,,,,,,,,Arthritis
loss_of_balance,movement_stiffness,muscle_weakness,stiff_neck,,,,,,,,,,,,,,Arthritis
stiff_neck,movement_stiffness,swelling_joints,muscle_weakness,loss_of_balance,,,,,,,,,,,,,Arthritis
stiff_neck,loss_of_balance,muscle_weakness,movement_stiffness,,,,,,,,,,,,,,Arthritis
stiff_neck,movement_stiffness,swelling_joints,,,,,,,,,,,,,,,Arthritis
swelling_joints,stiff_neck,movement_stiffness,loss_of_balance,,,,,,,,,,,,,,Arthritis
swelling_joints,muscle_weakness,loss_of_balance,stiff_neck,,,,,,,,,,,,,,Arthritis
loss_of_balance,movement_stiffness,muscle_weakness,stiff_neck,swelling_joints,,,,,,,,,,,,,Arthritis
swelling_joints,movement_stiffness,muscle_weakness,loss_of_balance,,,,,,,,,,,,,,Arthritis
swelling_joints,muscle_weakness,loss_of_balance,stiff_neck,,,,,,,,,,,,,,Arthritis
stiff_neck,muscle_weakness,loss_of_balance,swelling_joints,,,,,,,,,,,,,,Arthritis
movement_stiffness,stiff_neck,swelling_joints,muscle_weakness,,,,,,,,,,,,,,Arthritis
stiff_neck,loss_of_balance,swelling_joints,muscle_weakness,movement_stiffness,,,,,,,,,,,,,Arthritis
swelling_joints,stiff_neck,muscle_weakness,,,,,,,,,,,,,,,Arthritis
movement_stiffness,muscle_weakness,stiff_neck,loss_of_balance,swelling_joints,,,,,,,,,,,,,Arthritis
loss_of_balance,stiff_neck,muscle_weakness,movement_stiffness,swelling_joints,,,,,,,,,,,,,Arthritis
stiff_neck,loss_of_balance,movement_stiffness,muscle_weakness,swelling_joints,,,,,,,,,,,,,Arthritis
swelling_joints,muscle_weakness,movement_stiffness,,,,,,,,,,,,,,,Arthritis
loss_of_balance,movement_stiffness,stiff_neck,,,,,,,,,,,,,,,Arthritis
loss_of_balance,movement_stiffness,muscle_weakness,,,,,,,,,,,,,,,Arthritis
movement_stiffness,muscle_weakness,swelling_joints,,,,,,,,,,,,,,,Arthritis
stiff_neck,loss_of_balance,movement_stiffness,muscle_weakness,,,,,,,,,,,,,,Arthritis
muscle_weakness,movement_stiffness,swelling_joints,,,,,,,,,,,,,,,Arthritis
movement_stiffness,muscle_weakness,stiff_neck,swelling_joints,,,,,,,,,,,,,,Arthritis
loss_of_balance,muscle_weakness,swelling_joints,movement_stiffness,stiff_neck,,,,,,,,,,,,,Arthritis
muscle_weakness,swelling_joints,stiff_neck,loss_of_balance,,,,,,,,,,,,,,Arthritis
movement_stiffness,loss_of_balance,stiff_neck,muscle_weakness,,,,,,,,,,,,,,Arthritis
stiff_neck,swelling_joints,movement_stiffness,,,,,,,,,,,,,,,Arthritis
stiff_neck,swelling_joints,loss_of_balance,,,,,,,,,,,,,,,Arthritis
swelling_joints,stiff_neck,muscle_weakness,movement_stiffness,loss_of_balance,,,,,,,,,,,,,Arthritis
muscle_weakness,swelling_joints,movement_stiffness,loss_of_balance,,,,,,,,,,,,,,Arthritis
movement_stiffness,stiff_neck,loss_of_balance,swelling_joints,,,,,,,,,,,,,,Arthritis
movement_stiffness,swelling_joints,stiff_neck,loss_of_balance,,,,,,,,,,,,,,Arthritis
swelling_joints,muscle_weakness,movement_stiffness,loss_of_balance,stiff_neck,,,,,,,,,,,,,Arthritis
stiff_neck,swelling_joints,movement_stiffness,,,,,,,,,,,,,,,Arthritis
swelling_joints,loss_of_balance,movement_stiffness,muscle_weakness,,,,,,,,,,,,,,Arthritis
swelling_joints,movement_stiffness,loss_of_balance,stiff_neck,muscle_weakness,,,,,,,,,,,,,Arthritis
stiff_neck,loss_of_balance,swelling_joints,,,,,,,,,,,,,,,Arthritis
movement_stiffness,swelling_joints,loss_of_balance,muscle_weakness,,,,,,,,,,,,,,Arthritis
stiff_neck,swelling_joints,muscle_weakness,,,,,,,,,,,,,,,Arthritis
muscle_weakness,swelling_joints,stiff_neck,movement_stiffness,loss_of_balance,,,,,,,,,,,,,Arthritis
stiff_neck,swelling_joints,movement_stiffness,muscle_weakness,loss_of_balance,,,,,,,,,,,,,Arthritis
swelling_joints,movement_stiffness,stiff_neck,muscle_weakness,loss_of_balance,,,,,,,,,,,,,Arthritis
movement_stiffness,loss_of_balance,muscle_weakness,,,,,,,,,,,,,,,Arthritis
muscle_weakness,swelling_joints,loss_of_balance,stiff_neck,movement_stiffness,,,,,,,,,,,,,Arthritis
stiff_neck,swelling_joints,movement_stiffness,,,,,,,,,,,,,,,Arthritis
muscle_weakness,stiff_neck,movement_stiffness,swelling_joints,loss_of_balance,,,,,,,,,,,,,Arthritis
muscle_weakness,stiff_neck,swelling_joints,loss_of_balance,movement_stiffness,,,,,,,,,,,,,Arthritis
muscle_weakness,movement_stiffness,swelling_joints,loss_of_balance,stiff_neck,,,,,,,,,,,,,Arthritis
muscle_weakness,swelling_joints,movement_stiffness,loss_of_balance,stiff_neck,,,,,,,,,,,,,Arthritis
loss_of_balance,stiff_neck,muscle_weakness,movement_stiffness,,,,,,,,,,,,,,Arthritis
stiff_neck,loss_of_balance,muscle_weakness,movement_stiffness,swelling_joints,,,,,,,,,,,,,Arthritis
loss_of_balance,swelling_joints,movement_stiffness,,,,,,,,,,,,,,,Arthritis
muscle_weakness,stiff_neck,swelling_joints,loss_of_balance,,,,,,,,,,,,,,Arthritis
loss_of_balance,swelling_joints,muscle_weakness,,,,,,,,,,,,,,,Arthritis
headache,unsteadiness,spinning_movements,loss_of_balance,,,,,,,,,,,,,,(Vertigo) Paroxysmal Positional Vertigo
loss_of_balance,vomiting,nausea,,,,,,,,,,,,,,,(Vertigo) Paroxysmal Positional Vertigo
headache,spinning_movements,vomiting,,,,,,,,,,,,,,,(Vertigo) Paroxysmal Positional Vertigo
vomiting,spinning_movements,headache,unsteadiness,nausea,loss_of_balance,,,,,,,,,,,,(Vertigo) Paroxysmal Positional Vertigo
loss_of_balance,vomiting,spinning_movements,unsteadiness,headache,,,,,,,,,,,,,(Vertigo) Paroxysmal Positional Vertigo
loss_of_balance,unsteadiness,spinning_movements,vomiting,,,,,,,,,,,,,,(Vertigo) Paroxysmal Positional Vertigo
spinning_movements,loss_of_balance,nausea,headache,vomiting,,,,,,,,,,,,,(Vertigo) Paroxysmal Positional Vertigo
loss_of_balance,spinning_movements,nausea,unsteadiness,headache,,,,,,,,,,,,,(Vertigo) Paroxysmal Positional Vertigo
loss_of_balance,headache,nausea,unsteadiness,spinning_movements,,,,,,,,,,,,,(Vertigo) Paroxysmal Positional Vertigo
vomiting,headache,spinning_movements,unsteadiness,loss_of_balance,nausea,,,,,,,,,,,,(Vertigo) Paroxysmal Positional Vertigo
headache,unsteadiness,vomiting,loss_of_balance,nausea,spinning_movements,,,,,,,,,,,,(Vertigo) Paroxysmal Positional Vertigo
nausea,loss_of_balance,headache,vomiting,unsteadiness,spinning_movements,,,,,,,,,,,,(Vertigo) Paroxysmal Positional Vertigo
nausea,loss_of_balance,unsteadiness,headache,,,,,,,,,,,,,,(Vertigo) Paroxysmal Positional Vertigo
vomiting,nausea,headache,loss_of_balance,unsteadiness,spinning_movements,,,,,,,,,,,,(Vertigo) Paroxysmal Positional Vertigo
headache,spinning_movements,unsteadiness,vomiting,,,,,,,,,,,,,,(Vertigo) Paroxysmal Positional Vertigo
nausea,loss_of_balance,spinning_movements,unsteadiness,,,,,,,,,,,,,,(Vertigo) Paroxysmal Positional Vertigo
unsteadiness,nausea,headache,spinning_movements,loss_of_balance,vomiting,,,,,,,,,,,,(Vertigo) Paroxysmal Positional Vertigo
headache,nausea,loss_of_balance,spinning_movements,unsteadiness,,,,,,,,,,,,,(Vertigo) Paroxysmal Positional Vertigo
spinning_movements,nausea,unsteadiness,loss_of_balance,headache,,,,,,,,,,,,,(Vertigo) Paroxysmal Positional Vertigo
vomiting,spinning_movements,unsteadiness,headache,nausea,loss_of_balance,,,,,,,,,,,,(Vertigo) Paroxysmal Positional Vertigo
nausea,vomiting,headache,loss_of_balance,spinning_movements,unsteadiness,,,,,,,,,,,,(Vertigo) Paroxysmal Positional Vertigo
vomiting,nausea,spinning_movements,headache,loss_of_balance,,,,,,,,,,,,,(Vertigo) Paroxysmal Positional Vertigo
headache,loss_of_balance,spinning_movements,unsteadiness,,,,,,,,,,,,,,(Vertigo) Paroxysmal Positional Vertigo
vomiting,headache,loss_of_balance,,,,,,,,,,,,,,,(Vertigo) Paroxysmal Positional Vertigo
unsteadiness,spinning_movements,loss_of_balance,vomiting,headache,,,,,,,,,,,,,(Vertigo) Paroxysmal Positional Vertigo
headache,nausea,spinning_movements,vomiting,loss_of_balance,unsteadiness,,,,,,,,,,,,(Vertigo) Paroxysmal Positional Vertigo
nausea,loss_of_balance,unsteadiness,headache,spinning_movements,,,,,,,,,,,,,(Vertigo) Paroxysmal Positional Vertigo
spinning_movements,headache,vomiting,,,,,,,,,,,,,,,(Vertigo) Paroxysmal Positional Vertigo
unsteadiness,spinning_movements,headache,vomiting,loss_of_balance,,,,,,,,,,,,,(Vertigo) Paroxysmal Positional Vertigo
loss_of_balance,vomiting,spinning_movements,unsteadiness,,,,,,,,,,,,,,(Vertigo) Paroxysmal Positional Vertigo
loss_of_balance,unsteadiness,nausea,spinning_movements,headache,,,,,,,,,,,,,(Vertigo) Paroxysmal Positional Vertigo
headache,vomiting,nausea,,,,,,,,,,,,,,,(Vertigo) Paroxysmal Positional Vertigo
spinning_movements,headache,loss_of_balance,unsteadiness,nausea,,,,,,,,,,,,,(Vertigo) Paroxysmal Positional Vertigo
spinning_movements,nausea,loss_of_balance,vomiting,,,,,,,,,,,,,,(Vertigo) Paroxysmal Positional Vertigo
nausea,loss_of_balance,vomiting,spinning_movements,unsteadiness,,,,,,,,,,,,,(Vertigo) Paroxysmal Positional Vertigo
spinning_movements,unsteadiness,loss_of_balance,vomiting,nausea,headache,,,,,,,,,,,,(Vertigo) Paroxysmal Positional Vertigo
loss_of_balance,spinning_movements,vomiting,,,,,,,,,,,,,,,(Vertigo) Paroxysmal Positional Vertigo
loss_of_balance,spinning_movements,nausea,unsteadiness,headache,,,,,,,,,,,,,(Vertigo) Paroxysmal Positional Vertigo
unsteadiness,vomiting,loss_of_balance,,,,,,,,,,,,,,,(Vertigo) Paroxysmal Positional Vertigo
loss_of_balance,headache,vomiting,,,,,,,,,,,,,,,(Vertigo) Paroxysmal Positional Vertigo
loss_of_balance,headache,vomiting,nausea,unsteadiness,spinning_movements,,,,,,,,,,,,(Vertigo) Paroxysmal Positional Vertigo
spinning_movements,headache,nausea,vomiting,unsteadiness,loss_of_balance,,,,,,,,,,,,(Vertigo) Paroxysmal Positional Vertigo
loss_of_balance,spinning_movements,vomiting,headache,nausea,unsteadiness,,,,,,,,,,,,(Vertigo) Paroxysmal Positional Vertigo
vomiting,unsteadiness,headache,spinning_movements,nausea,loss_of_balance,,,,,,,,,,,,(Vertigo) Paroxysmal Positional Vertigo
headache,loss_of_balance,nausea,spinning_movements,unsteadiness,,,,,,,,,,,,,(Vertigo) Paroxysmal Positional Vertigo
loss_of_balance,nausea,headache,vomiting,,,,,,,,,,,,,,(Vertigo) Paroxysmal Positional Vertigo
headache,nausea,unsteadiness,vomiting,,,,,,,,,,,,,,(Vertigo) Paroxysmal Positional Vertigo
loss_of_balance,unsteadiness,vomiting,,,,,,,,,,,,,,,(Vertigo) Paroxysmal Positional Vertigo
loss_of_balance,nausea,vomiting,headache,,,,,,,,,,,,,,(Vertigo) Paroxysmal Positional Vertigo
headache,unsteadiness,loss_of_balance,spinning_movements,vomiting,,,,,,,,,,,,,(Vertigo) Paroxysmal Positional Vertigo
nausea,headache,loss_of_balance,spinning_movements,vomiting,unsteadiness,,,,,,,,,,,,(Vertigo) Paroxysmal Positional Vertigo
vomiting,spinning_movements,unsteadiness,headache,loss_of_balance,nausea,,,,,,,,,,,,(Vertigo) Paroxysmal Positional Vertigo
spinning_movements,unsteadiness,loss_of_balance,,,,,,,,,,,,,,,(Vertigo) Paroxysmal Positional Vertigo
headache,spinning_movements,vomiting,loss_of_balance,,,,,,,,,,,,,,(Vertigo) Paroxysmal Positional Vertigo
loss_of_balance,unsteadiness,vomiting,spinning_movements,,,,,,,,,,,,,,(Vertigo) Paroxysmal Positional Vertigo
vomiting,spinning_movements,nausea,loss_of_balance,,,,,,,,,,,,,,(Vertigo) Paroxysmal Positional Vertigo
spinning_movements,headache,loss_of_balance,vomiting,unsteadiness,,,,,,,,,,,,,(Vertigo) Paroxysmal Positional Vertigo
nausea,loss_of_balance,vomiting,headache,spinning_movements,unsteadiness,,,,,,,,,,,,(Vertigo) Paroxysmal Positional Vertigo
spinning_movements,unsteadiness,vomiting,headache,nausea,loss_of_balance,,,,,,,,,,,,(Vertigo) Paroxysmal Positional Vertigo
spinning_movements,nausea,headache,,,,,,,,,,,,,,,(Vertigo) Paroxysmal Positional Vertigo
scurring,pus_filled_pimples,skin_rash,,,,,,,,,,,,,,,Acne
blackheads,skin_rash,scurring,pus_filled_pimples,,,,,,,,,,,,,,Acne
skin_rash,scurring,blackheads,,,,,,,,,,,,,,,Acne
scurring,skin_rash,blackheads,,,,,,,,,,,,,,,Acne
blackheads,pus_filled_pimples,scurring,,,,,,,,,,,,,,,Acne
scurring,skin_rash,blackheads,,,,,,,,,,,,,,,Acne
pus_filled_pimples,scurring,skin_rash,,,,,,,,,,,,,,,Acne
skin_rash,pus_filled_pimples,scurring,,,,,,,,,,,,,,,Acne
scurring,blackheads,pus_filled_pimples,skin_rash,,,,,,,,,,,,,,Acne
skin_rash,scurring,pus_filled_pimples,blackheads,,,,,,,,,,,,,,Acne
skin_rash,blackheads,scurring,pus_filled_pimples,,,,,,,,,,,,,,Acne
scurring,blackheads,skin_rash,,,,,,,,,,,,,,,Acne
skin_rash,scurring,pus_filled_pimples,,,,,,,,,,,,,,,Acne
skin_rash,pus_filled_pimples,scurring,,,,,,,,,,,,,,,Acne
scurring,pus_filled_pimples,blackheads,,,,,,,,,,,,,,,Acne
pus_filled_pimples,blackheads,skin_rash,scurring,,,,,,,,,,,,,,Acne
scurring,pus_filled_pimples,skin_rash,blackheads,,,,,,,,,,,,,,Acne
skin_rash,pus_filled_pimples,blackheads,scurring,,,,,,,,,,,,,,Acne
pus_filled_pimples,blackheads,skin_rash,,,,,,,,,,,,,,,Acne
pus_filled_pimples,blackheads,skin_rash,,,,,,,,,,,,,,,Acne
scurring,pus_filled_pimples,skin_rash,,,,,,,,,,,,,,,Acne
pus_filled_pimples,scurring,skin_rash,,,,,,,,,,,,,,,Acne
blackheads,scurring,pus_filled_pimples,skin_rash,,,,,,,,,,,,,,Acne
blackheads,pus_filled_pimples,scurring,,,,,,,,,,,,,,,Acne
skin_rash,blackheads,pus_filled_pimples,,,,,,,,,,,,,,,Acne
pus_filled_pimples,skin_rash,blackheads,,,,,,,,,,,,,,,Acne
skin_rash,scurring,blackheads,,,,,,,,,,,,,,,Acne
blackheads,skin_rash,pus_filled_pimples,scurring,,,,,,,,,,,,,,Acne
pus_filled_pimples,blackheads,scurring,skin_rash,,,,,,,,,,,,,,Acne
scurring,blackheads,pus_filled_pimples,,,,,,,,,,,,,,,Acne
skin_rash,blackheads,pus_filled_pimples,scurring,,,,,,,,,,,,,,Acne
pus_filled_pimples,scurring,blackheads,skin_rash,,,,,,,,,,,,,,Acne
skin_rash,blackheads,pus_filled_pimples,scurring,,,,,,,,,,,,,,Acne
blackheads,pus_filled_pimples,skin_rash,,,,,,,,,,,,,,,Acne
skin_rash,scurring,pus_filled_pimples,,,,,,,,,,,,,,,Acne
skin_rash,blackheads,pus_filled_pimples,,,,,,,,,,,,,,,Acne
blackheads,pus_filled_pimples,scurring,,,,,,,,,,,,,,,Acne
skin_rash,blackheads,scurring,pus_filled_pimples,,,,,,,,,,,,,,Acne
pus_filled_pimples,blackheads,skin_rash,,,,,,,,,,,,,,,Acne
pus_filled_pimples,blackheads,scurring,,,,,,,,,,,,,,,Acne
skin_rash,blackheads,pus_filled_pimples,,,,,,,,,,,,,,,Acne
pus_filled_pimples,scurring,skin_rash,,,,,,,,,,,,,,,Acne
pus_filled_pimples,blackheads,skin_rash,,,,,,,,,,,,,,,Acne
scurring,skin_rash,pus_filled_pimples,,,,,,,,,,,,,,,Acne
scurring,pus_filled_pimples,blackheads,,,,,,,,,,,,,,,Acne
scurring,pus_filled_pimples,blackheads,skin_rash,,,,,,,,,,,,,,Acne
skin_rash,scurring,pus_filled_pimples,blackheads,,,,,,,,,,,,,,Acne
skin_rash,scurring,pus_filled_pimples,,,,,,,,,,,,,,,Acne
pus_filled_pimples,scurring,skin_rash,,,,,,,,,,,,,,,Acne
scurring,skin_rash,pus_filled_pimples,,,,,,,,,,,,,,,Acne
pus_filled_pimples,skin_rash,scurring,blackheads,,,,,,,,,,,,,,Acne
blackheads,skin_rash,pus_filled_pimples,,,,,,,,,,,,,,,Acne
pus_filled_pimples,skin_rash,scurring,,,,,,,,,,,,,,,Acne
blackheads,pus_filled_pimples,skin_rash,,,,,,,,,,,,,,,Acne
blackheads,scurring,skin_rash,,,,,,,,,,,,,,,Acne
pus_filled_pimples,blackheads,scurring,skin_rash,,,,,,,,,,,,,,Acne
scurring,skin_rash,blackheads,,,,,,,,,,,,,,,Acne
blackheads,skin_rash,pus_filled_pimples,scurring,,,,,,,,,,,,,,Acne
scurring,pus_filled_pimples,skin_rash,,,,,,,,,,,,,,,Acne
blackheads,skin_rash,scurring,pus_filled_pimples,,,,,,,,,,,,,,Acne
bladder_discomfort,foul_smell_of_urine,continuous_feel_of_urine,burning_micturition,,,,,,,,,,,,,,Urinary tract infection
burning_micturition,foul_smell_of_urine,continuous_feel_of_urine,bladder_discomfort,,,,,,,,,,,,,,Urinary tract infection
foul_smell_of_urine,continuous_feel_of_urine,bladder_discomfort,burning_micturition,,,,,,,,,,,,,,Urinary tract infection
foul_smell_of_urine,burning_micturition,continuous_feel_of_urine,bladder_discomfort,,,,,,,,,,,,,,Urinary tract infection
bladder_discomfort,foul_smell_of_urine,continuous_feel_of_urine,burning_micturition,,,,,,,,,,,,,,Urinary tract infection
foul_smell_of_urine,burning_micturition,bladder_discomfort,continuous_feel_of_urine,,,,,,,,,,,,,,Urinary tract infection
burning_micturition,foul_smell_of_urine,continuous_feel_of_urine,bladder_discomfort,,,,,,,,,,,,,,Urinary tract infection
burning_micturition,continuous_feel_of_urine,bladder_discomfort,,,,,,,,,,,,,,,Urinary tract infection
continuous_feel_of_urine,foul_smell_of_urine,burning_micturition,bladder_discomfort,,,,,,,,,,,,,,Urinary tract infection
continuous_feel_of_urine,foul_smell_of_urine,burning_micturition,bladder_discomfort,,,,,,,,,,,,,,Urinary tract infection
burning_micturition,continuous_feel_of_urine,foul_smell_of_urine,bladder_discomfort,,,,,,,,,,,,,,Urinary tract infection
burning_micturition,bladder_discomfort,foul_smell_of_urine,continuous_feel_of_urine,,,,,,,,,,,,,,Urinary tract infection
foul_smell_of_urine,bladder_discomfort,continuous_feel_of_urine,burning_micturition,,,,,,,,,,,,,,Urinary tract infection
foul_smell_of_urine,bladder_discomfort,burning_micturition,,,,,,,,,,,,,,,Urinary tract infection
continuous_feel_of_urine,foul_smell_of_urine,bladder_discomfort,burning_micturition,,,,,,,,,,,,,,Urinary tract infection
foul_smell_of_urine,continuous_feel_of_urine,bladder_discomfort,,,,,,,,,,,,,,,Urinary tract infection
bladder_discomfort,continuous_feel_of_urine,burning_micturition,foul_smell_of_urine,,,,,,,,,,,,,,Urinary tract infection
bladder_discomfort,continuous_feel_of_urine,foul_smell_of_urine,burning_micturition,,,,,,,,,,,,,,Urinary tract infection
continuous_feel_of_urine,bladder_discomfort,foul_smell_of_urine,,,,,,,,,,,,,,,Urinary tract infection
continuous_feel_of_urine,burning_micturition,bladder_discomfort,,,,,,,,,,,,,,,Urinary tract infection
foul_smell_of_urine,bladder_discomfort,continuous_feel_of_urine,burning_micturition,,,,,,,,,,,,,,Urinary tract infection
bladder_discomfort,continuous_feel_of_urine,burning_micturition,,,,,,,,,,,,,,,Urinary tract infection
bladder_discomfort,foul_smell_of_urine,continuous_feel_of_urine,,,,,,,,,,,,,,,Urinary tract infection
bladder_discomfort,continuous_feel_of_urine,burning_micturition,foul_smell_of_urine,,,,,,,,,,,,,,Urinary tract infection
burning_micturition,foul_smell_of_urine,bladder_discomfort,,,,,,,,,,,,,,,Urinary tract infection
bladder_discomfort,foul_smell_of_urine,continuous_feel_of_urine,burning_micturition,,,,,,,,,,,,,,Urinary tract infection
bladder_discomfort,continuous_feel_of_urine,burning_micturition,foul_smell_of_urine,,,,,,,,,,,,,,Urinary tract infection
foul_smell_of_urine,burning_micturition,bladder_discomfort,,,,,,,,,,,,,,,Urinary tract infection
bladder_discomfort,foul_smell_of_urine,burning_micturition,,,,,,,,,,,,,,,Urinary tract infection
